7.4,-68.0237,-48.2954,-4.53376,-47.8893,-56.2078,-40.1607,30
7.5,-68.1715,-46.9223,11.042,-46.9314,-54.8125,-37.3896,-64.3154
7.6,-68.3108,-45.3788,30,-45.8519,-53.335,-34.0533,-63.641
7.7,-68.4416,-43.6241,-49.1285,-44.6257,-51.7527,-29.9419,-62.9731
7.8,-68.5644,-41.6037,-48.1625,-43.2207,-50.0376,-24.7309,-62.308
7.9,-68.6793,-39.2431,-47.0843,-41.5944,-48.1545,-17.891,-61.6422
8,-68.7866,-36.4383,-45.8712,-39.6899,-46.0577,-8.50122,-60.9723
8.1,-68.8866,-33.0389,-44.4943,-37.4293,-43.6865,5.18048,-60.2945
8.2,-68.9796,-28.8205,-42.9156,-34.7033,-40.9581,26.8468,-59.6053
8.3,-69.0658,-23.4325,-41.0852,-31.3529,-37.7565,30,-58.9005
8.4,-69.1456,-16.2979,-38.9347,-27.1395,-33.9131,-64.6224,-58.1759
8.5,-69.2193,-6.40049,-36.3695,-21.6879,-29.1735,-64.2445,-57.4268
8.6,-69.287,8.21372,-33.254,-14.375,-23.136,-63.8653,-56.6478
8.7,-69.3492,30,-29.3878,-4.09157,-15.1279,-63.4839,-55.8329
8.8,-69.4059,-64.7316,-24.4618,11.3271,-3.93841,-63.0992,-54.9751
8.9,-69.4577,-64.4639,-17.975,30,12.831,-62.7104,-54.0662
9,-69.5046,-64.1963,-9.06312,-55.1058,30,-62.3163,-53.0966
9.1,-69.5469,-63.9285,3.89246,-55.2164,-63.8014,-61.916,-52.0544
9.2,-69.5849,-63.6599,24.2736,-55.3319,-62.6185,-61.5082,-50.9255
9.3,-69.6188,-63.3901,30,-55.4525,-61.4399,-61.0919,-49.6924
9.4,-69.6488,-63.1186,-49.346,-55.5784,-60.2547,-60.6656,-48.3328
9.5,-69.6751,-62.8449,-48.6216,-55.7097,-59.0516,-60.2281,-46.8188
9.6,-69.698,-62.5685,-47.8149,-55.8467,-57.8186,-59.7777,-45.1139
9.7,-69.7176,-62.2889,-46.9113,-55.9895,-56.5427,-59.3129,-43.1699
9.8,-69.7342,-62.0056,-45.8926,-56.1381,-55.2094,-58.8317,-40.922
9.9,-69.7478,-61.7179,-44.7356,-56.2929,-53.8017,-58.332,-38.2803
10,-69.7587,-61.4255,-43.4105,-56.4538,-52.2993,-57.8115,-35.1172
10.1,-69.7671,-61.1275,-41.8786,-56.621,-50.6773,-57.2674,-31.2452
10.2,-69.773,-60.8233,-40.088,-56.7945,-48.9049,-56.6968,-26.3771
10.3,-69.7766,-60.5123,-37.9682,-56.9745,-46.942,-56.096,-20.0523
10.4,-69.778,-60.1936,-35.4212,-57.1609,-44.7364,-55.461,-11.4846
10.5,-69.7775,-59.8665,-32.3059,-57.3537,-42.2177,-54.787,0.775987
10.6,-69.775,-59.5299,-28.4132,-57.553,-39.2884,-54.0683,19.6972
10.7,-69.7708,-59.1829,-23.4187,-57.7586,-35.8096,-53.2981,30
10.8,-69.7648,-58.8244,-16.7941,-57.9706,-31.5755,-52.4685,-64.5291
10.9,-69.7573,-58.4531,-7.62069,-58.1887,-26.269,-51.5697,-64.0651
11,-69.7483,-58.0676,5.83895,-58.4127,-19.3752,-50.5898,-63.6063
11.1,-69.7379,-57.6665,27.2642,-58.6426,-10.0025,-49.5141,-63.151
11.2,-69.7262,-57.2479,30,-58.8781,3.52649,-48.3243,-62.6974
11.3,-69.7132,-56.8098,-49.5559,-59.1188,24.7404,-46.9971,-62.244
11.4,-69.6991,-56.3501,-49.064,-59.3644,30,-45.5027,-61.7891
11.5,-69.6839,-55.8661,-48.5171,-59.6147,-63.8478,-43.8021,-61.3311
11.6,-69.6676,-55.3549,-47.9068,-59.8692,-62.711,-41.8432,-60.8683
11.7,-69.6504,-54.813,-47.2229,-60.1275,-61.5791,-39.5555,-60.399
11.8,-69.6323,-54.2365,-46.4528,-60.3891,-60.4418,-36.8405,-59.9213
11.9,-69.6133,-53.6206,-45.5808,-60.6536,-59.2888,-33.5565,-59.4334
12,-69.5935,-52.9597,-44.5874,-60.9204,-58.1092,-29.4932,-58.9331
12.1,-69.5729,-52.2473,-43.4476,-61.1889,-56.8913,-24.3248,-58.4182
12.2,-69.5516,-51.4754,-42.1293,-61.4587,-55.6218,-17.5193,-57.886
12.3,-69.5296,-50.6345,-40.5902,-61.729,-54.2854,-8.15089,-57.3339
12.4,-69.507,-49.7128,-38.7737,-61.9995,-52.8642,5.53365,-56.7587
12.5,-69.4838,-48.6958,-36.6022,-62.2694,-51.3364,27.2552,-56.1567
12.6,-69.4601,-47.5653,-33.9667,-62.5381,-49.6748,30,-55.5239
12.7,-69.4358,-46.2985,-30.7093,-62.8051,-47.845,-64.7743,-54.8555
12.8,-69.4109,-44.8659,-26.5929,-63.0699,-45.8025,-64.5443,-54.1459
12.9,-69.3856,-43.229,-21.2448,-63.3317,-43.4878,-64.3098,-53.3885
13,-69.3599,-41.3365,-14.0471,-63.5902,-40.8202,-64.0705,-52.5757
13.1,-69.3337,-39.1189,-3.90078,-63.8447,-37.6861,-63.8262,-51.6979
13.2,-69.3071,-36.4791,11.335,-64.0948,-33.9213,-63.5766,-50.7438
13.3,-69.2801,-33.2783,30,-64.34,-29.2782,-63.3215,-49.6993
13.4,-69.2527,-29.31,-49.7528,-64.5799,-23.3668,-63.0604,-48.5471
13.5,-69.2251,-24.2553,-49.4784,-64.8141,-15.5368,-62.7931,-47.2651
13.6,-69.197,-17.5952,-49.1732,-65.0423,-4.62346,-62.5192,-45.8253
13.7,-69.1687,-8.42916,-48.8333,-65.2641,11.6652,-62.2382,-44.1913
13.8,-69.14,4.94012,-48.454,-65.4793,30,-61.9497,-42.3146
13.9,-69.1111,26.092,-48.0297,-65.6876,-63.8886,-61.653,-40.13
14,-69.0819,30,-47.5537,-65.8889,-62.7922,-61.3477,-37.5471
14.1,-69.0524,-64.9169,-47.0181,-66.083,-61.7011,-61.033,-34.437
14.2,-69.0227,-64.8294,-46.4133,-66.2698,-60.6057,-60.7083,-30.6104
14.3,-68.9928,-64.7374,-45.7275,-66.4492,-59.4965,-60.3727,-25.7769
14.4,-68.9626,-64.6412,-44.9463,-66.6211,-58.3634,-60.0253,-19.4695
14.5,-68.9322,-64.5407,-44.0513,-66.7857,-57.1956,-59.6652,-10.8905
14.6,-68.9016,-64.436,-43.0198,-66.9428,-55.9811,-59.2912,1.43543
14.7,-68.8708,-64.3273,-41.8222,-67.0925,-54.706,-58.9019,20.5377
14.8,-68.8397,-64.2145,-40.4201,-67.235,-53.3541,-58.496,30
14.9,-68.8085,-64.0976,-38.7624,-67.3703,-51.9061,-58.0719,-64.7241
15,-68.7772,-63.9769,-36.7795,-67.4985,-50.3378,-57.6276,-64.4517
15.1,-68.7456,-63.8521,-34.3748,-67.6198,-48.6193,-57.1611,-64.1823
15.2,-68.7139,-63.7234,-31.4099,-67.7343,-46.7116,-56.6699,-63.9151
15.3,-68.682,-63.5907,-27.6795,-67.8423,-44.564,-56.1512,-63.6497
15.4,-68.6499,-63.454,-22.8663,-67.9438,-42.108,-55.6017,-63.3855
15.5,-68.6177,-63.3133,-16.4549,-68.0391,-39.2488,-55.0176,-63.1219
15.6,-68.5854,-63.1685,-7.55244,-68.1283,-35.8517,-54.3944,-62.8583
15.7,-68.5528,-63.0195,5.52165,-68.2117,-31.7176,-53.7269,-62.5943
15.8,-68.5202,-62.8664,26.303,-68.2895,-26.5406,-53.0088,-62.3292
15.9,-68.4874,-62.7089,30,-68.3618,-19.8265,-52.2326,-62.0626
16,-68.4545,-62.547,-49.9381,-68.429,-10.7236,-51.3891,-61.7939
16.1,-68.4214,-62.3806,-49.8679,-68.4911,2.35812,-50.4673,-61.5225
16.2,-68.3882,-62.2096,-49.7886,-68.5484,22.7296,-49.4535,-61.2478
16.3,-68.3549,-62.0337,-49.699,-68.6011,30,-48.3306,-60.9693
16.4,-68.3214,-61.8528,-49.5982,-68.6494,-63.9312,-47.0772,-60.6862
16.5,-68.2878,-61.6667,-49.4848,-68.6935,-62.8769,-45.6658,-60.3979
16.6,-68.2541,-61.4752,-49.3575,-68.7335,-61.8283,-44.0604,-60.1037
16.7,-68.2203,-61.278,-49.2145,-68.7698,-60.7765,-42.2138,-59.8028
16.8,-68.1863,-61.0749,-49.0542,-68.8023,-59.7127,-40.0618,-59.4943
16.9,-68.1522,-60.8655,-48.8743,-68.8314,-58.6277,-37.5159,-59.1774
17,-68.118,-60.6495,-48.6725,-68.8572,-57.5116,-34.45,-58.8511
17.1,-68.0837,-60.4266,-48.446,-68.8799,-56.3534,-30.6787,-58.5142
17.2,-68.0492,-60.1963,-48.1916,-68.8995,-55.1409,-25.919,-58.1656
17.3,-68.0147,-59.9581,-47.9055,-68.9164,-53.8596,-19.7164,-57.804
17.4,-67.98,-59.7116,-47.5835,-68.9305,-52.4921,-11.2971,-57.4278
17.5,-67.9452,-59.4562,-47.2203,-68.942,-51.0175,0.762762,-57.0354
17.6,-67.9103,-59.1912,-46.8098,-68.9512,-49.4096,19.3691,-56.625
17.7,-67.8752,-58.9159,-46.3449,-68.958,-47.6351,30,-56.1944
17.8,-67.8401,-58.6296,-45.8165,-68.9627,-45.6507,-64.8259,-55.7411
17.9,-67.8048,-58.3313,-45.2142,-68.9652,-43.399,-64.6459,-55.2625
18,-67.7694,-58.0201,-44.5249,-68.9659,-40.8019,-64.4602,-54.7552
18.1,-67.7339,-57.6949,-43.7321,-68.9647,-37.7497,-64.2687,-54.2156
18.2,-67.6983,-57.3543,-42.8155,-68.9617,-34.0843,-64.0713,-53.6394
18.3,-67.6625,-56.997,-41.7491,-68.9571,-29.5682,-63.8679,-53.0215
18.4,-67.6267,-56.6214,-40.4991,-68.9509,-23.8289,-63.6584,-52.3557
18.5,-67.5907,-56.2256,-39.0212,-68.9432,-16.2493,-63.4427,-51.6349
18.6,-67.5546,-55.8074,-37.2558,-68.934,-5.73185,-63.2205,-50.8504
18.7,-67.5183,-55.3646,-35.1211,-68.9236,9.86079,-62.9918,-49.9916
18.8,-67.482,-54.8942,-32.5014,-68.9119,30,-62.7562,-49.0455
18.9,-67.4455,-54.3931,-29.2286,-68.899,-63.9681,-62.5135,-47.9961
19,-67.4089,-53.8574,-25.0483,-68.885,-62.9505,-62.2633,-46.8231
19.1,-67.3721,-53.2827,-19.558,-68.8699,-61.9388,-62.0054,-45.5007
19.2,-67.3353,-52.6637,-12.0834,-68.8537,-60.9248,-61.7393,-43.9955
19.3,-67.2983,-51.9942,-1.41008,-68.8366,-59.9002,-61.4645,-42.2636
19.4,-67.2612,-51.2667,14.8686,-68.8186,-58.8566,-61.1806,-40.2459
19.5,-67.2239,-50.4721,30,-68.7998,-57.7849,-60.8869,-37.8612
19.6,-67.1865,-49.5993,-50.0942,-68.7801,-56.6751,-60.5829,-34.9952
19.7,-67.149,-48.6348,-50.1958,-68.7596,-55.5158,-60.2677,-31.4811
19.8,-67.1113,-47.5614,-50.3054,-68.7384,-54.2942,-59.9407,-27.0673
19.9,-67.0735,-46.3578,-50.4237,-68.7165,-52.9946,-59.6008,-21.3555
20,-67.0356,-44.9964,-50.5516,-68.6939,-51.5984,-59.2471,-13.6793
20.1,-66.9975,-43.4415,-50.6897,-68.6707,-50.0825,-58.8783,-2.84043
20.2,-66.9593,-41.6459,-50.839,-68.6469,-48.4177,-58.4932,13.5313
20.3,-66.921,-39.5456,-51.0004,-68.6225,-46.5666,-58.0902,30
20.4,-66.8824,-37.0522,-51.1747,-68.5976,-44.4801,-57.6677,-64.8869
20.5,-66.8438,-34.0401,-51.363,-68.5721,-42.0921,-57.2236,-64.7741
20.6,-66.805,-30.3244,-51.5663,-68.5462,-39.3112,-56.7558,-64.6616
20.7,-66.766,-25.623,-51.7856,-68.5198,-36.0081,-56.2616,-64.5492
20.8,-66.7269,-19.4833,-52.022,-68.4929,-31.9921,-55.7381,-64.437
20.9,-66.6876,-11.135,-52.2764,-68.4656,-26.972,-55.1817,-64.3247
21,-66.6481,0.838413,-52.5499,-68.4379,-20.4791,-54.5884,-64.2123
21.1,-66.6085,19.3243,-52.8436,-68.4098,-11.7126,-53.9534,-64.0998
21.2,-66.5688,30,-53.1582,-68.3813,0.808723,-53.2709,-63.9869
21.3,-66.5288,-64.9638,-53.4947,-68.3525,20.1286,-52.5342,-63.8737
21.4,-66.4887,-64.9218,-53.8539,-68.3233,30,-51.735,-63.76
21.5,-66.4484,-64.8741,-54.2363,-68.2938,-64.0066,-50.8634,-63.6457
21.6,-66.408,-64.8208,-54.6423,-68.2639,-63.0272,-49.9071,-63.5308
21.7,-66.3673,-64.7621,-55.0723,-68.2338,-62.0538,-48.8511,-63.4152
21.8,-66.3265,-64.6982,-55.5263,-68.2033,-61.0789,-47.6763,-63.2988
21.9,-66.2855,-64.6292,-56.0041,-68.1726,-60.095,-46.3587,-63.1814
22,-66.2443,-64.5552,-56.5051,-68.1416,-59.0942,-44.8672,-63.063
22.1,-66.2029,-64.4763,-57.0286,-68.1103,-58.0682,-43.161,-62.9436
22.2,-66.1613,-64.3928,-57.5734,-68.0788,-57.0079,-41.1857,-62.8229
22.3,-66.1195,-64.3045,-58.1381,-68.047,-55.9031,-38.8669,-62.7009
22.4,-66.0775,-64.2117,-58.7209,-68.015,-54.7421,-36.1003,-62.5775
22.5,-66.0353,-64.1145,-59.3197,-67.9827,-53.5112,-32.7356,-62.4525
22.6,-65.9929,-64.0127,-59.9322,-67.9503,-52.1938,-28.5477,-62.326
22.7,-65.9503,-63.9067,-60.5556,-67.9176,-50.7696,-23.1852,-62.1976
22.8,-65.9074,-63.7963,-61.187,-67.8846,-49.2135,-16.0692,-62.0674
22.9,-65.8644,-63.6816,-61.8234,-67.8515,-47.4932,-6.18001,-61.9352
23,-65.8211,-63.5626,-62.4616,-67.8182,-45.5672,8.44509,-61.8008
23.1,-65.7776,-63.4393,-63.0982,-67.7846,-43.3801,30,-61.6641
23.2,-65.7338,-63.3117,-63.73,-67.7509,-40.8565,-64.8264,-61.525
23.3,-65.6898,-63.1799,-64.3539,-67.717,-37.8916,-64.6469,-61.3833
23.4,-65.6456,-63.0437,-64.9668,-67.6828,-34.3339,-64.4617,-61.2388
23.5,-65.6011,-62.9031,-65.5658,-67.6485,-29.9575,-64.2707,-61.0913
23.6,-65.5563,-62.7581,-66.1483,-67.614,-24.4099,-64.0737,-60.9407
23.7,-65.5113,-62.6086,-66.7119,-67.5794,-17.1106,-63.8708,-60.7868
23.8,-65.4661,-62.4545,-67.2547,-67.5445,-7.03697,-63.6617,-60.6292
23.9,-65.4205,-62.2956,-67.775,-67.5095,7.77894,-63.4464,-60.4679
24,-65.3747,-62.132,-68.2715,-67.4743,30,-63.2248,-60.3025
24.1,-65.3286,-61.9633,-68.7431,-67.4389,-64.0398,-62.9965,-60.1327
24.2,-65.2822,-61.7895,-69.1892,-67.4033,-63.0931,-62.7613,-59.9583
24.3,-65.2356,-61.6104,-69.6095,-67.3676,-62.1527,-62.519,-59.7789
24.4,-65.1886,-61.4258,-70.0038,-67.3317,-61.2115,-62.2693,-59.5943
24.5,-65.1413,-61.2354,-70.3724,-67.2957,-60.2624,-62.0119,-59.4039
24.6,-65.0937,-61.039,-70.7157,-67.2594,-59.2982,-61.7462,-59.2075
24.7,-65.0458,-60.8363,-71.0343,-67.2231,-58.3111,-61.4719,-59.0046
24.8,-64.9975,-60.627,-71.329,-67.1865,-57.2929,-61.1884,-58.7946
24.9,-64.9489,-60.4107,-71.6007,-67.1498,-56.2342,-60.8953,-58.577
25,-64.9,-60.1871,-71.8504,-67.1129,-55.1243,-60.5918,-58.3513
25.1,-64.8508,-59.9556,-72.0791,-67.0758,-53.9509,-60.2772,-58.1168
25.2,-64.8011,-59.7158,-72.288,-67.0386,-52.699,-59.9507,-57.8728
25.3,-64.7511,-59.4672,-72.4782,-67.0012,-51.3508,-59.6114,-57.6184
25.4,-64.7008,-59.2091,-72.6508,-66.9636,-49.8839,-59.2583,-57.3528
25.5,-64.65,-58.9409,-72.807,-66.9259,-48.2703,-58.8902,-57.0751
25.6,-64.5989,-58.6619,-72.9479,-66.8879,-46.4739,-58.5059,-56.784
25.7,-64.5473,-58.3711,-73.0746,-66.8499,-44.4472,-58.1037,-56.4784
25.8,-64.4953,-58.0676,-73.188,-66.8116,-42.1267,-57.682,-56.1568
25.9,-64.443,-57.7505,-73.2893,-66.7732,-39.4248,-57.2389,-55.8176
26,-64.3901,-57.4183,-73.3793,-66.7346,-36.2176,-56.772,-55.4592
26.1,-64.3369,-57.0699,-73.4589,-66.6958,-32.3234,-56.279,-55.0793
26.2,-64.2832,-56.7037,-73.5289,-66.6569,-27.4658,-55.7567,-54.6756
26.3,-64.229,-56.3179,-73.5902,-66.6177,-21.2034,-55.2017,-54.2455
26.4,-64.1743,-55.9104,-73.6434,-66.5784,-12.787,-54.6099,-53.7857
26.5,-64.1192,-55.4791,-73.6893,-66.5389,-0.846046,-53.9766,-53.2927
26.6,-64.0635,-55.0212,-73.7284,-66.4993,17.3964,-53.296,-52.7621
26.7,-64.0073,-54.5337,-73.7614,-66.4594,30,-52.5615,-52.1889
26.8,-63.9506,-54.013,-73.7888,-66.4194,-64.0743,-51.7648,-51.5671
26.9,-63.8934,-53.4549,-73.811,-66.3791,-63.1618,-50.8962,-50.8895
27,-63.8356,-52.8545,-73.8286,-66.3387,-62.2557,-49.9433,-50.1475
27.1,-63.7772,-52.2058,-73.8419,-66.2981,-61.3494,-48.8914,-49.3306
27.2,-63.7182,-51.5018,-73.8514,-66.2572,-60.4363,-47.7215,-48.4258
27.3,-63.6586,-50.7342,-73.8573,-66.2162,-59.5099,-46.4097,-47.4172
27.4,-63.5984,-49.8926,-73.86,-66.175,-58.563,-44.9254,-46.2846
27.5,-63.5375,-48.9643,-73.8598,-66.1335,-57.5879,-43.228,-45.0021
27.6,-63.476,-47.9336,-73.8569,-66.0919,-56.5763,-41.2639,-43.5367
27.7,-63.4137,-46.7809,-73.8516,-66.05,-55.5184,-38.9594,-41.8443
27.8,-63.3508,-45.4809,-73.8442,-66.0079,-54.4033,-36.2118,-39.8662
27.9,-63.2872,-44.0014,-73.8347,-65.9656,-53.2175,-32.8727,-37.5215
28,-63.2227,-42.2994,-73.8234,-65.9231,-51.9454,-28.7206,-34.6961
28.1,-63.1576,-40.3178,-73.8105,-65.8803,-50.5673,-23.41,-31.2239
28.2,-63.0916,-37.9781,-73.796,-65.8373,-49.059,-16.3735,-26.854
28.3,-63.0248,-35.1697,-73.7803,-65.7941,-47.3894,-6.61357,-21.1899
28.4,-62.9571,-31.7323,-73.7632,-65.7507,-45.5184,7.78161,-13.5684
28.5,-62.8886,-27.4243,-73.7451,-65.7069,-43.3925,30,-2.79759
28.6,-62.8192,-21.8656,-73.7259,-65.663,-40.9396,-64.8257,13.4778
28.7,-62.7488,-14.4239,-73.7058,-65.6188,-38.0588,-64.6456,30
28.8,-62.6775,-3.97045,-73.6849,-65.5743,-34.6058,-64.4597,-64.9924
28.9,-62.6051,11.7042,-73.6632,-65.5296,-30.3657,-64.268,-64.9829
29,-62.5318,30,-73.6408,-65.4846,-25.005,-64.0704,-64.9716
29.1,-62.4573,-64.9601,-73.6177,-65.4393,-17.9788,-63.8668,-64.9585
29.2,-62.3817,-64.9145,-73.5941,-65.3938,-8.33538,-63.6571,-64.9437
29.3,-62.305,-64.8632,-73.57,-65.348,5.73507,-63.4412,-64.9271
29.4,-62.2271,-64.8065,-73.5454,-65.3018,28.0966,-63.219,-64.9089
29.5,-62.1479,-64.7445,-73.5203,-65.2554,30,-62.99,-64.889
29.6,-62.0675,-64.6774,-73.4949,-65.2087,-64.1102,-62.7543,-64.8675
29.7,-61.9857,-64.6053,-73.469,-65.1617,-63.2331,-62.5114,-64.8444
29.8,-61.9025,-64.5282,-73.4429,-65.1144,-62.3626,-62.2611,-64.8198
29.9,-61.8179,-64.4464,-73.4164,-65.0667,-61.4924,-62.003,-64.7936
30,-61.7317,-64.3599,-73.3897,-65.0187,-60.6167,-61.7367,-64.766
30.1,-61.644,-64.2688,-73.3628,-64.9704,-59.7293,-61.4617,-64.7369
30.2,-61.5547,-64.1733,-73.3356,-64.9218,-58.8236,-61.1776,-64.7063
30.3,-61.4636,-64.0732,-73.3082,-64.8728,-57.8928,-60.8838,-64.6744
30.4,-61.3708,-63.9688,-73.2806,-64.8234,-56.9293,-60.5795,-64.641
30.5,-61.2761,-63.8601,-73.2528,-64.7737,-55.9243,-60.2642,-64.6063
30.6,-61.1795,-63.7471,-73.2249,-64.7236,-54.868,-59.9369,-64.5702
30.7,-61.0809,-63.6297,-73.1968,-64.6731,-53.7488,-59.5968,-64.5328
30.8,-60.9801,-63.5082,-73.1686,-64.6223,-52.5527,-59.2428,-64.494
30.9,-60.8772,-63.3823,-73.1403,-64.571,-51.2628,-58.8738,-64.454
31,-60.7719,-63.2522,-73.1118,-64.5193,-49.8581,-58.4884,-64.4126
31.1,-60.6642,-63.1178,-73.0833,-64.4672,-48.3124,-58.0851,-64.37
31.2,-60.5539,-62.979,-73.0546,-64.4147,-46.5917,-57.6623,-64.3261
31.3,-60.4409,-62.8358,-73.0259,-64.3617,-44.6519,-57.2179,-64.281
31.4,-60.3252,-62.6882,-72.9971,-64.3083,-42.4337,-56.7497,-64.2346
31.5,-60.2064,-62.536,-72.9682,-64.2544,-39.8563,-56.2551,-64.187
31.6,-60.0845,-62.3792,-72.9393,-64.2001,-36.8056,-55.7311,-64.1381
